ZIP Code,WarrentsPerZIP
"01930","1"
"63640","78"
"74085","1"
"60101","1"
"76825","1"
"38639","2"
"74402","1"
"92882","2"
"33604","4"
"30022","3"
"63436","2"
"30721","1"
"75244","1"
"40155","1"
"72601","2"
"70466","3"
"12448","1"
"31406","1"
"32503","2"
"98023","1"
"20815","1"
"60090","3"
"60123","2"
"20850","2"
"30635","1"
"32464","2"
"53132","1"
"76013","3"
"78239","1"
"78834","1"
"04352","1"
"78402","1"
"91354","1"
"63162","1"
"60443","8"
"72015","2"
"62966","6"
"33890","1"
"44035","1"
"65696","2"
"62278","17"
"64111","4"
"65250","1"
"91607","1"
"11214","1"
"61103","3"
"61732","1"
"46580","2"
"47359","2"
"65536","14"
"62203","622"
"55428","2"
"62958","1"
"64054","2"
"54872","1"
"95823","2"
"92345","3"
"61427","1"
"28333","1"
"37334","1"
"80211","1"
"65626","5"
"62914","3"
"39565","1"
"62011","7"
"62207","609"
"42330","2"
"62020","5"
"78753","1"
"65501","1"
"03079","1"
"63169","2"
"63368","22"
"50312","1"
"27707","2"
"38108","5"
"62060","244"
"28739","2"
"32312","1"
"54501","1"
"72711","1"
"38478","2"
"34950","1"
"58033","1"
"66214","1"
"33441","1"
"70816","2"
"62703","30"
"62246","11"
"33713","3"
"14741","1"
"71360","1"
"93552","1"
"68137","1"
"46615","1"
"61557","1"
"60647","2"
"65787","4"
"63932","2"
"91303","1"
"63362","12"
"53206","4"
"73554","5"
"10027","3"
"60056","3"
"90805","2"
"74347","2"
"32707","2"
"60608","1"
"46619","2"
"75409","1"
"62205","786"
"32218","1"
"99301","1"
"98584","1"
"48810","1"
"53223","1"
"60120","3"
"98366","1"
"63317","1"
"63061","2"
"80013","1"
"75230","2"
"85040","2"
"62022","8"
"52172","1"
"63315","1"
"20640","1"
"48034","1"
"64081","1"
"77901","1"
"76208","4"
"21043","1"
"02250","1"
"70737","1"
"47164","2"
"28615","1"
"38916","6"
"12404","2"
"63007","13"
"38001","1"
"63118","16872"
"65807","26"
"62230","11"
"93535","2"
"43732","1"
"47130","1"
"80206","1"
"63163","33"
"35749","4"
"38115","9"
"63966","5"
"74114","2"
"62832","1"
"63115","14332"
"85013","2"
"55410","2"
"74113","1"
"63101","569"
"64108","8"
"74055","1"
"16639","2"
"91362","1"
"78250","2"
"63014","6"
"64254","2"
"72733","1"
"97520","1"
"32726","2"
"33055","2"
"06319","1"
"63046","2"
"94590","1"
"53217","1"
"62054","2"
"63776","2"
"80433","1"
"65052","1"
"11111","1"
"32425","1"
"76022","1"
"90706","3"
"48112","1"
"39071","1"
"62711","2"
"48301","1"
"37683","1"
"00062","1"
"55411","2"
"60438","2"
"61801","7"
"06779","1"
"47111","2"
"64152","3"
"33024","3"
"72032","2"
"53170","2"
"30114","2"
"46131","2"
"62254","37"
"77036","3"
"90038","1"
"48203","1"
"24502","1"
"66434","1"
"89147","1"
"64068","1"
"63065","2"
"60649","10"
"48754","1"
"73503","2"
"38134","5"
"28694","1"
"85339","2"
"72401","8"
"37026","4"
"32926","1"
"38983","1"
"62650","20"
"65466","3"
"62915","2"
"79109","2"
"60195","1"
"42066","1"
"98596","1"
"46250","2"
"69128","4"
"62008","2"
"17047","1"
"62288","4"
"55412","7"
"84339","1"
"97412","2"
"77077","2"
"93905","1"
"92107","1"
"64722","1"
"62260","32"
"60631","5"
"95112","6"
"38506","1"
"63901","34"
"36547","1"
"37208","6"
"33872","1"
"37096","1"
"30084","1"
"34608","1"
"62628","1"
"72211","1"
"72315","4"
"53129","2"
"45255","1"
"31021","3"
"62893","1"
"96825","1"
"39759","2"
"94533","1"
"65453","22"
"92832","1"
"39530","3"
"77015","1"
"62551","3"
"63012","62"
"19608","1"
"47802","2"
"74053","1"
"40207","1"
"48329","2"
"60613","7"
"65742","3"
"62062","35"
"75241","1"
"30906","3"
"42501","1"
"38141","5"
"14226","1"
"65648","2"
"98661","1"
"78522","2"
"48186","1"
"73008","1"
"14701","1"
"33170","1"
"23156","1"
"66048","7"
"64856","3"
"39355","1"
"48126","1"
"70814","1"
"63279","1"
"47714","2"
"72370","4"
"72390","3"
"46410","3"
"43229","1"
"70445","1"
"64063","2"
"87505","1"
"90036","1"
"07657","1"
"63851","5"
"62036","3"
"55443","5"
"91403","2"
"63125","1042"
"63055","15"
"60462","1"
"85745","1"
"48855","1"
"76112","2"
"08884","1"
"89148","3"
"24613","2"
"65403","1"
"60102","3"
"44240","1"
"74464","1"
"62960","3"
"42122","1"
"63307","1"
"74764","2"
"76039","1"
"84087","1"
"34994","1"
"75703","2"
"62875","1"
"29053","1"
"30339","4"
"40508","1"
"65793","5"
"63089","45"
"95677","2"
"13035","1"
"28803","3"
"60612","1"
"40160","1"
"63157","3"
"87508","1"
"64870","7"
"64083","1"
"63036","13"
"28364","1"
"62037","5"
"62661","2"
"64064","8"
"32164","1"
"38018","1"
"74157","1"
"27944","2"
"21120","1"
"61944","2"
"70807","2"
"48081","1"
"90502","1"
"56310","3"
"93446","1"
"01960","1"
"43162","1"
"65360","2"
"45723","1"
"64055","7"
"32301","1"
"67207","1"
"39204","6"
"01610","1"
"60643","4"
"85016","1"
"46254","2"
"72554","3"
"60621","6"
"11741","1"
"63802","2"
"63873","3"
"75057","1"
"61704","6"
"73762","1"
"28714","1"
"38862","1"
"63703","6"
"92730","1"
"45840","1"
"44123","2"
"47001","1"
"92500","1"
"94568","1"
"95991","1"
"64013","1"
"10025","1"
"66605","8"
"73020","1"
"66102","8"
"53037","1"
"63066","2"
"80126","1"
"22821","1"
"73068","2"
"20011","1"
"32547","1"
"63655","1"
"77034","1"
"63512","5"
"27591","4"
"85254","1"
"30066","2"
"79605","2"
"74015","1"
"63027","3"
"44041","1"
"91733","1"
"75482","2"
"12189","1"
"63702","4"
"32174","2"
"63857","7"
"65737","3"
"38654","3"
"61336","1"
"85749","1"
"15905","2"
"63407","1"
"75035","2"
"90006","1"
"45324","2"
"46970","1"
"70114","2"
"43206","1"
"55437","2"
"60074","2"
"66011","1"
"40229","1"
"53218","1"
"94591","1"
"84403","3"
"78213","2"
"90025","1"
"51559","1"
"60517","4"
"74056","1"
"89183","2"
"62002","321"
"16830","1"
"59728","1"
"78750","1"
"37086","1"
"63501","7"
"63017","132"
"22201","2"
"46561","1"
"88232","1"
"65462","1"
"63223","1"
"60106","1"
"62556","1"
"44236","1"
"17972","1"
"65550","2"
"32179","1"
"65335","2"
"48039","1"
"33914","1"
"63102","508"
"62942","1"
"49048","1"
"02184","1"
"20744","2"
"63124","51"
"62075","5"
"32935","2"
"49037","1"
"49744","2"
"60544","1"
"70053","4"
"46256","1"
"91335","2"
"21044","3"
"65270","10"
"65233","4"
"20707","1"
"34714","1"
"65706","4"
"20735","2"
"40272","2"
"92125","4"
"98188","1"
"74070","1"
"62996","1"
"14004","1"
"53112","4"
"61073","2"
"63166","17"
"63653","1"
"65791","2"
"65901","1"
"64030","11"
"75115","2"
"62266","2"
"49519","1"
"65556","3"
"48212","1"
"63645","15"
"25802","2"
"50701","1"
"15650","1"
"89110","1"
"47161","1"
"59934","1"
"13602","1"
"79914","1"
"60433","2"
"46534","1"
"13203","1"
"02720","1"
"95616","1"
"62046","2"
"62418","1"
"68776","1"
"44902","1"
"92084","1"
"20785","1"
"65592","3"
"13865","1"
"78539","2"
"63024","5"
"74014","1"
"62212","2"
"33032","1"
"49092","1"
"06415","1"
"72756","3"
"63002","1"
"37087","2"
"55327","1"
"44621","1"
"64429","1"
"12866","1"
"33712","2"
"61113","2"
"62007","2"
"62286","31"
"48234","1"
"65024","2"
"33917","1"
"75093","4"
"64759","2"
"61761","7"
"62057","1"
"78853","1"
"81004","1"
"64601","1"
"35079","2"
"36347","1"
"31161","1"
"30391","1"
"75125","2"
"45638","1"
"62213","1"
"61265","3"
"98105","3"
"","2294"
"53221","1"
"22152","5"
"63248","1"
"93225","1"
"65201","46"
"28307","2"
"68132","1"
"10801","1"
"63103","1444"
"63940","1"
"65102","13"
"64506","15"
"38485","2"
"64020","1"
"63801","40"
"67216","1"
"98121","1"
"10510","1"
"78664","1"
"29841","1"
"62951","2"
"63135","1829"
"75224","5"
"62898","1"
"64633","1"
"11503","2"
"60480","1"
"33324","1"
"39335","1"
"38017","5"
"37209","4"
"68152","1"
"33119","4"
"78070","2"
"62058","5"
"28358","1"
"98438","1"
"74884","1"
"60431","2"
"61074","1"
"36277","1"
"33428","2"
"63304","109"
"75792","1"
"63930","3"
"62231","15"
"63648","1"
"50703","2"
"89521","2"
"74352","1"
"75243","4"
"64153","4"
"95696","1"
"78840","5"
"32901","2"
"91367","1"
"43203","1"
"45215","1"
"60564","1"
"07017","2"
"60007","3"
"85260","1"
"63382","1"
"49341","2"
"34986","1"
"72328","1"
"28217","1"
"37212","1"
"76137","1"
"40505","3"
"77014","1"
"62279","1"
"40299","1"
"38372","1"
"33415","1"
"65262","1"
"85225","3"
"75553","3"
"28205","2"
"60110","3"
"75211","2"
"43947","1"
"63100","13"
"90003","1"
"38651","1"
"60641","5"
"35473","1"
"48746","1"
"23451","4"
"38841","1"
"63352","1"
"21040","1"
"28338","1"
"79924","1"
"66501","1"
"85238","2"
"38401","2"
"94114","1"
"21206","1"
"91405","1"
"63673","3"
"48162","1"
"75051","1"
"85338","1"
"31551","2"
"45875","2"
"63841","11"
"33045","2"
"63087","10"
"75062","2"
"81155","1"
"60506","3"
"13760","1"
"43219","2"
"77044","1"
"63803","1"
"42420","2"
"49757","1"
"52404","3"
"63108","4626"
"63301","320"
"31405","4"
"53187","1"
"63459","3"
"75401","2"
"31903","1"
"62014","11"
"85705","1"
"80218","1"
"18505","1"
"48227","3"
"71836","1"
"78248","1"
"63122","428"
"37923","2"
"43317","2"
"92226","1"
"62959","14"
"77590","1"
"02124","1"
"62070","1"
"33703","1"
"85282","1"
"62561","1"
"60154","1"
"95124","3"
"72327","5"
"51104","1"
"63733","1"
"43201","1"
"63074","465"
"95733","1"
"76244","1"
"02115","1"
"60013","1"
"80123","1"
"62993","3"
"64802","2"
"53210","1"
"60419","2"
"48464","1"
"73119","1"
"78154","1"
"66212","4"
"63782","1"
"33701","1"
"63359","3"
"47165","2"
"90607","1"
"46545","1"
"65721","5"
"65285","1"
"39191","2"
"62035","54"
"10032","1"
"65131","3"
"78504","1"
"63902","3"
"63110","7464"
"68504","1"
"62656","3"
"29418","1"
"61455","3"
"47454","1"
"33612","2"
"62004","3"
"91401","2"
"48204","2"
"39556","2"
"72454","1"
"62250","1"
"60185","4"
"37921","1"
"52656","1"
"80220","1"
"72227","1"
"73132","1"
"62306","3"
"64137","4"
"77531","1"
"48744","1"
"30901","2"
"38019","6"
"30044","7"
"99336","1"
"46123","2"
"71291","3"
"63229","3"
"38816","2"
"65459","1"
"53204","1"
"65542","6"
"71923","1"
"50158","2"
"76010","3"
"35980","1"
"30008","3"
"48504","2"
"62135","1"
"76227","2"
"94131","1"
"60089","6"
"60619","13"
"49008","1"
"38106","1"
"60827","4"
"35010","2"
"23456","1"
"30102","2"
"62523","1"
"97103","3"
"62221","359"
"92310","1"
"63933","4"
"20723","1"
"65775","4"
"63316","1"
"34109","1"
"67042","2"
"77045","1"
"80529","2"
"43569","1"
"27030","5"
"34293","1"
"31520","1"
"63084","47"
"65265","5"
"90078","1"
"79936","2"
"84015","1"
"80543","1"
"55106","1"
"60228","1"
"65251","37"
"64026","1"
"60411","9"
"72712","1"
"78103","2"
"53590","1"
"62355","1"
"71857","1"
"61354","1"
"60542","1"
"89014","2"
"62047","3"
"63960","1"
"61114","3"
"76140","1"
"33031","2"
"91766","2"
"60624","2"
"32065","1"
"80214","2"
"45014","1"
"17082","1"
"71802","2"
"68102","2"
"94044","1"
"44115","3"
"62013","1"
"76707","1"
"60917","1"
"45140","1"
"31909","3"
"48228","3"
"94601","1"
"53105","1"
"62226","283"
"32608","1"
"47501","2"
"62269","235"
"32208","1"
"14227","1"
"62522","13"
"78217","3"
"74964","1"
"60653","3"
"07103","1"
"60637","3"
"15009","2"
"32244","2"
"94619","2"
"78332","1"
"63386","7"
"60004","1"
"61112","1"
"90033","1"
"55903","1"
"07869","1"
"94962","1"
"63771","6"
"45458","3"
"01863","2"
"30260","2"
"17403","1"
"63147","5029"
"46218","1"
"27407","1"
"87026","1"
"48237","3"
"54220","2"
"60901","2"
"63180","2"
"90014","1"
"79902","1"
"60156","1"
"62257","3"
"62268","2"
"34208","1"
"62906","1"
"95648","1"
"60475","2"
"63075","3"
"33617","1"
"63150","3"
"60559","1"
"66006","1"
"63357","11"
"37066","2"
"40311","1"
"46032","3"
"38901","2"
"80907","1"
"53540","1"
"79603","1"
"48024","1"
"65301","14"
"92504","1"
"60160","1"
"27045","1"
"78572","1"
"63834","19"
"20706","2"
"63361","9"
"97007","1"
"92081","3"
"88345","2"
"65204","5"
"37601","1"
"80010","2"
"63185","1"
"07201","1"
"60453","2"
"31008","1"
"63433","1"
"75662","1"
"47591","1"
"63005","34"
"37341","1"
"75010","1"
"66614","2"
"48381","1"
"76031","1"
"79925","3"
"98168","1"
"25550","1"
"63610","3"
"46151","2"
"91767","1"
"49006","1"
"64128","23"
"96064","2"
"72417","1"
"48059","2"
"32811","1"
"76060","3"
"62050","4"
"76040","1"
"63624","8"
"10035","4"
"78538","1"
"85308","1"
"94121","1"
"33460","2"
"77035","2"
"63132","618"
"63042","553"
"28379","1"
"46307","2"
"42240","3"
"92911","1"
"33014","1"
"60193","1"
"47302","1"
"60104","5"
"95210","4"
"60639","11"
"29456","1"
"74110","4"
"62061","2"
"53406","1"
"92413","1"
"61605","16"
"92660","1"
"15221","2"
"66061","6"
"65078","2"
"63369","10"
"30080","3"
"64079","1"
"77642","2"
"56311","1"
"39810","2"
"60131","1"
"57701","1"
"64701","2"
"62881","14"
"62433","1"
"39307","2"
"63348","8"
"63650","18"
"81505","1"
"61603","8"
"07504","1"
"38138","2"
"50314","4"
"47531","1"
"60153","5"
"64126","4"
"08640","2"
"47117","1"
"49071","1"
"55368","2"
"63104","6072"
"54966","1"
"93292","1"
"63869","9"
"33774","1"
"41144","1"
"34102","1"
"54311","1"
"80524","1"
"62992","7"
"46060","1"
"60623","2"
"65806","32"
"62560","4"
"11757","1"
"32940","1"
"85635","1"
"47630","3"
"84058","1"
"73120","1"
"64103","1"
"64052","4"
"32808","1"
"42303","1"
"77351","2"
"76021","1"
"64040","1"
"64772","1"
"65769","3"
"65580","2"
"63621","2"
"61938","13"
"43207","1"
"21042","3"
"92277","2"
"48073","1"
"38016","2"
"64158","2"
"75040","1"
"63680","2"
"91784","1"
"79820","2"
"03276","1"
"48210","1"
"63374","1"
"92571","1"
"78108","1"
"68104","1"
"38037","1"
"38922","3"
"29640","1"
"62849","4"
"62263","2"
"93436","1"
"61108","1"
"71201","3"
"65740","5"
"63080","60"
"63020","70"
"92801","3"
"72364","4"
"91364","2"
"42102","3"
"54520","2"
"33436","1"
"74074","1"
"19121","2"
"37215","2"
"31404","1"
"72007","1"
"80540","1"
"92037","3"
"53222","3"
"62455","1"
"35765","1"
"62242","2"
"92069","1"
"51250","1"
"08003","2"
"78596","2"
"63204","14"
"65559","17"
"62219","1"
"07205","1"
"19023","1"
"60490","2"
"90094","3"
"21093","1"
"55345","1"
"48066","2"
"66224","2"
"83628","1"
"41098","1"
"62209","3"
"40212","5"
"62202","52"
"21221","1"
"02472","1"
"63136","11541"
"55313","1"
"43607","1"
"61118","7"
"43211","1"
"84404","1"
"32819","1"
"39752","1"
"76306","1"
"63664","19"
"60804","1"
"63389","11"
"17512","1"
"63507","1"
"36767","1"
"39339","7"
"92021","2"
"44830","1"
"62712","1"
"63048","4"
"12160","1"
"28080","1"
"80247","2"
"55403","2"
"23707","1"
"66044","2"
"67220","3"
"65689","4"
"48341","1"
"63015","15"
"65613","5"
"84532","1"
"63144","127"
"35211","2"
"94606","1"
"29482","1"
"63138","2296"
"34748","1"
"84307","2"
"85222","2"
"28227","1"
"36104","2"
"48505","3"
"72034","1"
"64120","1"
"83856","1"
"74010","3"
"72203","1"
"85032","3"
"30317","1"
"46926","1"
"33133","1"
"35045","1"
"32246","1"
"21215","2"
"62521","14"
"33034","2"
"75025","3"
"91941","1"
"38103","2"
"45415","2"
"68521","1"
"76103","1"
"65205","4"
"62862","1"
"62244","1"
"75007","5"
"76117","1"
"65672","2"
"92116","4"
"45761","1"
"27713","2"
"20164","1"
"78734","1"
"20879","1"
"39051","1"
"37075","2"
"21801","2"
"63366","190"
"84041","2"
"38112","1"
"78414","1"
"90212","2"
"73108","1"
"52722","3"
"60630","1"
"88220","1"
"66135","3"
"72904","1"
"49032","1"
"63133","2282"
"72301","3"
"98520","1"
"44702","3"
"37013","7"
"63158","14"
"60429","1"
"63206","1"
"43620","2"
"80012","2"
"90037","2"
"92647","3"
"62970","1"
"63045","3"
"55446","1"
"53716","1"
"92629","1"
"35672","1"
"65042","2"
"53228","1"
"62277","3"
"33537","1"
"66215","2"
"66701","1"
"57104","1"
"75137","1"
"63367","61"
"27403","2"
"30067","6"
"32135","1"
"37217","7"
"38635","4"
"62902","2"
"43701","1"
"77058","3"
"61856","1"
"63043","215"
